29464	94397
63115	93538
2767	46643
77231	94890
17904	13951
5599	22158
92261	79539
13481	9643
67723	84775
5366	31700
88936	11074
71530	81972
44478	55771
109	33619
60707	97698
1729	65848
79157	26270
74382	68847
53106	18002
89166	34565
35330	27754
11277	77635
41467	75626
86572	41196
44693	81509
84314	84745
43543	78970
97580	48442
15353	55754
45106	14427
53703	84716
62849	51974
74508	70206
44549	11569
17988	36908
59677	95303
72836	39473
43880	92168
13841	45247
76416	9553
2710	20173
2376	57554
6558	17790
29354	92180
67084	72574
49437	41357
30891	42477
52005	26611
95423	35871
8248	95930
81025	90969
52919	41703
61976	81672
52131	82551
81941	74471
25940	63083
92988	99266
32074	66079
29753	1010
54810	29505
44814	29280
26955	60075
57036	30192
50398	712
85247	73079
3122	6038
19550	25640
90950	54734
89875	68582
81563	42827
55374	25443
97572	88064
94839	35421
9574	41740
37772	22009
51401	38590
21451	63208
74823	66233
88049	16738
39408	45406
8177	29578
76240	79965
87899	11607
38458	41746
51876	83364
73517	16270
37976	43417
76729	27915
24355	36015
23642	19702
23887	61268
79731	5610
33209	18290
7178	75082
49609	56782
74717	83854
12189	69410
69283	98054
45894	17861
15371	74091
52692	35992
70329	59998
66619	92547
39820	5042
35794	45340
58365	34018
91300	68207
69257	24426
84254	2438
63807	13994
92208	56044
19505	49257
77463	75546
81558	86792
44325	37176
61444	37749
84571	45899
17323	52241
51377	66143
37936	89419
55018	91803
41894	64020
53105	73588
75800	33177
53978	76186
80732	30859
75268	65650
71514	83876
19803	39133
89806	80999
82430	29893
50997	22073
21259	55530
3905	80624
24892	65035
7026	58647
6183	42492
19048	74305
91849	38344
36976	51645
44817	86523
49409	61314
48534	14241
24511	9364
69262	18352
11870	2318
10924	6543
79493	54866
31742	52248
31028	54108
71174	24579
73553	24745
698	91483
58995	16251
16150	50393
18815	26849
61640	62831
47692	94065
596	34741
41913	11337
10628	89016
47839	41299
42967	63052
46062	312
3682	16858
76125	6524
85671	8103
79254	99990
62408	10839
45744	94083
37738	85819
21729	37646
23743	36751
74043	34416
14290	12286
81737	52136
25777	34783
45924	6846
96843	73510
7740	65640
74689	32337
43487	11983
66828	99511
70403	28997
69	56860
54964	27781
79457	90332
41045	34109
81166	93952
7561	41135
81872	43661
70052	27948
78579	53708
20633	98242
56488	25734
87394	73091
21873	98392
6660	35236
1696	48842
71820	41026
49172	70749
41087	63115
91284	44773
96721	1397
94379	60420
12890	24268
94736	24921
82625	94582
78731	53052
73008	95988
98031	33243
51170	95386
90476	75563
47421	74270
50456	97577
22963	54442
69710	55059
31426	3722
25002	80103
8218	40701
81403	59933
25644	99191
96038	19015
35645	63079
75171	30111
17614	92024
82379	34206
79398	96003
75018	93279
74731	93225
26642	53295
64208	17866
45959	63444
21822	79782
25392	94761
54305	9329
10336	8945
54538	62064
82464	29377
52997	87334
90701	29570
7441	20721
88324	87997
80106	34742
58539	64541
30834	69588
37854	69988
6135	49154
91260	43666
39058	30053
11309	30499
3371	80594
23025	94509
75523	1567
19291	65391
3200	28116
99270	63980
95932	47862
51005	3260
70342	78877
30959	37708
97392	5313
15582	45236
9181	18340
65817	44413
76018	11424
83471	53259
44538	99434
12317	95163
55175	44177
82338	14125
54765	16436
85929	1110
20257	49176
86756	30553
61021	40975
94843	56579
70078	31438
79010	12276
51701	14258
31616	81966
47388	86127
88843	64685
81972	95948
20683	59233
61452	76393
99763	81080
24358	31682
1272	57245
42332	68772
35052	36423
97302	34146
30873	83320
22743	42274
70229	91862
95317	93038
78519	89321
80293	51240
98403	58254
13260	57207
67232	12323
44924	41362
10991	61899
43717	47733
58396	24957
4	4868
59621	16848
99284	50680
1489	34686
11979	39543
43442	38542
17246	37785
33907	24888
28345	77672
99159	15160
29139	40306
38296	99705
52276	36726
3557	13781
280	81431
2900	30420
98247	56129
66006	20438
64009	8629
14170	21349
51478	76972
9740	97311
32008	72537
77081	16893
58672	10466
41701	17423
32635	8107
63494	98774
1089	34498
91856	60809
30282	67734
34086	40731
95256	60843
6914	75886
18316	95654
52064	95760
72186	50503
43033	18318
38852	36335
98154	2273
58	84993
43170	17354
77575	17074
71836	46571
17696	10392
19117	53618
68989	2026
40675	16076
76433	96852
5492	24591
10887	4787
23250	10549
72454	27788
4960	72897
63314	4465
96926	21403
82115	33116
54206	66709
92261	72497
78055	48946
44914	70528
25388	88770
12051	73499
36043	15889
31710	73582
81379	62777
6906	78145
66931	18853
26503	1156
27254	866
36760	77895
88021	35382
52372	93852
83380	84567
7403	26173
89019	31738
22455	28977
45973	50224
88690	21035
47372	46120
92398	78100
17416	69851
25661	77627
86659	7984
45027	61045
42125	43414
46347	22663
75062	31153
875	50302
12401	39518
95965	84195
33643	42973
3945	6653
49606	21831
21735	45075
85132	31925
14584	24231
42500	45472
38553	73273
87758	14687
3469	38477
17540	91253
8931	66323
72377	52679
97567	322
20296	224
37543	45409
29768	98164
56051	10257
55302	94285
13864	75284
84045	34650
95226	20727
41512	46766
86903	75788
53122	56013
31092	9565
20007	88097
8807	27071
80525	82745
2053	40802
35765	25743
28760	97524
39385	52154
49840	28223
88192	48849
71534	67018
3376	2447
35712	90244
91865	37955
95402	85946
80947	2986
23098	59920
22483	94168
96235	50312
56341	36644
60381	78480
16921	58565
75429	55829
15087	38929
7503	46864
44241	81589
8486	91375
97346	23909
25574	34198
68261	78883
43642	24638
39085	80741
20988	20374
37974	78559
53868	70506
35270	77787
51802	28036
2265	94743
74591	8778
14579	12319
46643	11260
33257	50459
99967	9803
91269	86423
20462	72390
23762	15939
1641	54768
35183	63809
3918	23110
6642	52562
4496	9987
60605	88876
72448	88286
22081	51666
46636	87725
15469	38834
66637	60023
41073	91286
49676	27428
33709	87372
92666	48908
46546	5726
11068	58195
15584	83025
70136	17477
52284	9448
67392	77016
41920	57314
25529	3183
69028	29539
66875	78263
87161	24935
53598	84856
70304	43779
46860	48701
56123	44296
18679	97951
21519	306
1135	42249
92290	78975
38850	6574
87739	77779
63256	9518
85214	87560
53028	75077
26913	39022
84218	30098
79626	38453
55882	90696
44922	68672
19160	92579
19700	88724
73055	96994
64361	65956
11780	10673
17280	94326
49518	5385
52924	77723
25955	98835
30082	57595
59111	11128
34053	84160
25747	73992
52396	61124
13877	35257
54470	36610
78987	56445
44616	83164
72507	5438
91631	97946
84131	85024
17265	6672
30705	11648
30118	54501
83803	81252
82726	96761
83418	65846
7868	2583
5041	89533
47570	49846
9863	83972
76794	8480
20621	97161
7540	55427
54958	32235
54061	2386
51494	44098
90284	20582
9520	23022
52313	51206
8822	17029
89111	64654
18816	48032
43360	58494
82285	35429
20140	29247
42889	41010
7467	41005
30784	48800
78244	57706
80569	91701
89991	44005
71918	44786
8124	37546
89580	6140
32506	67579
28268	26168
61926	24000
58983	45358
93801	18567
62724	69608
20749	47637
33593	62109
31098	82165
37004	76738
82579	9172
92558	2900
73135	3365
9320	97129
79643	78690
4131	28405
32375	87797
31919	75953
97069	7514
34102	34724
56855	38572
44960	53161
87123	33920
86411	30008
77396	83252
10354	83906
73486	21200
24593	94417
61292	49514
40309	70356
41616	62479
79985	6520
94190	2451
88529	46377
56590	23156
2757	48901
81769	56780
50298	1740
39776	31465
11887	62947
50733	59128
78853	44592
23422	22265
36877	68485
42035	76843
45063	97220
50976	62830
51179	69199
68089	87035
57257	53745
46575	27782
39362	75541
13362	8756
6944	14958
72322	4063
23161	10584
87832	84718
35618	22122
52367	1880
95691	85547
60303	49577
17979	12196
18216	36830
70453	73854
11651	18793
73595	97789
67239	11862
96422	76875
97289	64341
13128	35200
51289	32039
21622	96884
35757	20036
38489	76967
655	14024
79903	33865
79502	49036
93591	8365
17626	26360
63947	64263
27076	38971
34120	78133
61296	36802
60115	74771
99683	81072
42913	44253
10078	59112
81496	94243
77426	98338
16961	61586
37972	38183
57552	21161
15139	3666
25875	13755
38276	8581
1359	1043
6040	4334
2546	82901
16861	80897
80243	25129
90226	33606
36359	61351
32586	87158
76922	58744
99528	90631
29734	59428
61881	26421
69611	48395
33002	80389
33371	7379
59541	5639
45880	18350
73192	22948
54819	78563
22155	74289
52917	27002
84378	28711
78460	12733
13849	62908
74343	80068
85226	71019
57306	39192
98212	29101
61775	86099
74595	76537
24018	41008
89317	2932
52842	27034
30330	96817
39447	35906
2271	5398
38203	57595
28463	88766
20208	35372
65355	21730
83892	73094
489	766
99574	68492
60675	11958
22721	74790
78281	12327
83143	75625
55844	3075
41107	43592
31331	83925
85654	59873
32920	61180
831	9723
60291	82835
48603	94758
35983	50563
69370	17493
73638	32569
73425	28061
52189	31860
36647	49057
50177	77655
38350	64127
51408	28913
44803	13157
59819	49378
3799	79867
26905	31850
53836	41041
29306	72097
81450	56995
12292	37264
8760	73684
5135	99122
97450	32382
17083	5852
24909	24274
60673	38761
84504	100
96916	33211
89981	21514
95436	38672
88011	31354
14237	51015
14285	457
82747	17983
5796	47343
82768	28467
95669	61127
54634	20789
92553	49473
20574	34607
19320	40810
82925	97913
99480	10900
67939	34122
16422	36185
82158	32921
31690	30829
64320	863
89241	64531
62568	25472
96053	91304
27349	70705
64769	3941
57576	41101
44547	51161
17396	67175
89041	79112
1589	65987
18101	48032
30557	86443
74825	77472
27681	9124
47596	41664
65832	72936
85326	27462
50393	58428
99304	67367
56977	60397
82864	98908
75760	74475
2639	12192
34495	61804
93306	35503
34657	39256
57914	93574
94632	4860
51261	27271
95394	20852
15507	32045
61325	38951
50261	35106
22619	79489
72535	58513
21004	48563
51446	69006
10019	95630
44817	88305
99060	36291
22596	72985
44167	26687
43067	89540
17598	39423
72018	49876
75447	47125
50069	19323
52651	11422
84414	90905
87426	36152
56719	57755
36207	4824
48685	60602
92013	442
4332	18653
87818	58478
98210	42147
13899	57260
11676	33525
81208	84440
42092	44888
11125	49999
72216	78765
90740	92723
31800	70937
7228	71243
25321	85014
53832	45196
60281	82858
96706	77281
9349	20681
28512	32919
69539	21404
52740	9370
3430	11135
18527	23799
33543	37853
22143	23429
2093	24111
35542	57503
15779	93221
53856	28438
50910	13470
40614	33194
15256	15982
46106	20596
37080	39316
48740	9131
44037	44655
26125	47601
42889	83151
40186	18165
19863	17667
43228	91162
5324	85135
59267	76358
61619	85539
7230	72112
67502	38798
19734	49136
6126	65637
32220	64653
56433	93714
1646	93541
45453	49167
31242	2344
38170	80274
75557	50890
81118	54275
42172	588
9413	10070
70603	11618
54075	86146
30528	80445
34680	57617
34065	16385
84289	88035
59550	93964
45971	13788
90085	81636
60674	87422
95733	66416
8732	51227
76586	73219
9358	13246
11565	57018
84569	58824
20545	36844
46165	69761
27640	283
59491	95700
38751	23947
38202	97243
31912	88497
50035	11228
80607	2252
16727	21420
43891	71353
33265	55659
15450	16249
72236	96261
53881	84474
85975	89287
90337	87600
50996	95438
61807	63605
43049	10449
84284	11428
20725	14410
21396	14048
86440	68913
13090	7077
6849	10437
16318	35855
2546	5631
6550	16368
29418	89119
72713	64247
85379	30210
78462	4839
32282	50974
63473	36523
36119	61798
22208	39270
33681	34717
29159	74836
54447	29840
93648	12764
39918	28144
75662	13753
15675	85829
49608	10508
35837	90954
80923	74560
8225	95175
15259	84072
57908	91217
54847	80797
79421	2719
26552	38000
70827	50828
77933	25156
70953	19309
84231	15792
70959	29171
99330	7111
79971	94372
43984	20535
69342	48038
45414	39317
45000	84922
27973	6055
90792	9479
62015	9576
39590	66314
89695	75758
45137	79466
58556	18317
84119	73744
5872	83671
32538	69254
39054	47715
83132	6549
26712	8835
73430	57901
96618	30579
58409	82985
76928	49828
21122	11471
59655	28978
14622	87279
84586	72905
62328	44672
46358	45396
77071	83152
82189	61703
34031	69710
18155	15617
49972	22868
59146	74867
49618	24382
45369	15226
16872	38626
10911	2007
20413	97689
8420	87729
9585	85176
40430	15661
28188	91624
75327	60747
70803	8950
28122	54163
59024	98684
44120	5447
84772	21165
88741	23326
68069	51685
11318	92775
17978	80868
80001	41226
86912	43503
83082	59724
13795	88374
87730	32389
14522	5145
47010	94917
94245	42918
18313	54587
11121	72321
32403	98849
16313	42135
57301	80514
9983	30665
13555	63158
60111	46629
66044	21967
63627	90612
79256	26700
27040	63134
89920	88945
59718	48441
80914	12878
95891	78038
56574	71012
64283	7679
57939	30267
81337	29749
64699	24533
40490	22484
4575	91513
97445	17189
37736	80208
87179	95967
59449	49685
28730	2056
7767	59301
44023	99259
64964	87564
45521	18667
3005	35364
22658	38904
15372	76902
94021	53718
69266	19877
95254	36017
48473	52799
20997	16708
96439	41374
1626	99491
75538	44944
94102	3173
96542	96435
44264	33579
25940	72355
93041	95219
95222	86288
13100	1549
12675	83677
9277	56872
67804	75397
64722	50651
61324	70678
63381	49810
53362	88156
53517	90457
91867	47210
56361	45049
43253	14506
22099	78657
14383	71693
25350	28405
27261	52092
91057	58888
12732	3721
65414	81433
24979	65842
87188	32366
63204	88500
60572	75280
21381	44562
39246	1421
47772	45060
4419	47525
1229	72514
42064	56474
95765	62115
36042	80025
47903	14202
61685	69027
32358	49759
84206	33113
23254	94727
23550	23172
55036	41033
39299	54581
19621	84329
62854	26885
77924	69477
51150	98211
44533	441
62985	87565
34164	40685
34790	30884
80565	97575
27274	2940
67438	41452
91829	97861
91835	49319
60109	22857
44373	15423
93953	93473
63647	82593
2349	89475
74537	90359
88796	44695
42617	46090
72472	53833
72032	83894
31841	51754
42970	4506
88091	92192
52906	29471
1466	60499
86426	99134
53115	28954
43901	92669
69005	73477
60298	8810
19841	17281
76389	49519
19172	57987
87210	63900
68768	22481
11466	5925
91944	22212
17247	37518
24619	93819
45534	75527
96273	67818
7184	23750
10258	11988
53044	94079
25595	64774
6067	9244
69893	4480
52515	22835
88549	45792
29641	4090
97993	56822
50818	65927
95081	80328
66846	68412
30772	89060
71676	34292
13629	46804
22418	46086
35398	75699
3923	24055
3913	72863
17995	88435
51969	99356
33262	44292
87460	61805
63819	29654
69066	20814
39284	38406
84947	32040
95027	54819
28156	49308
30173	76835
32471	85028
70042	70739
28959	5438
72209	96061
43388	87603
15632	44582
23695	30705
1944	10344
4005	95739
55363	62946
37792	41036
81912	67070
95604	32960
73491	56245
17405	38424
3181	91854
91151	33339
40682	5765
88893	17780
51158	41238
72219	19080
8365	28460
17199	7589
89504	3207
97423	190
72683	96597
45023	36803
53055	60103
36613	59567
50404	13181
1550	38010
81212	59139
39458	35671
54595	48859
77091	28593
11389	89454
78441	79019
33600	96703
22755	27040
20016	10775
67659	36748
31340	36426
92084	19296
59242	97849
582	98646
63919	94930
65683	89952
61361	69960
26193	60315
30126	92857
70498	84465
7300	19640
63217	18859
14419	72886
65246	30558
7796	97751
40453	66495
36354	63027
22791	24370
28366	94587
32383	84295
31579	19416
60632	90709
57401	43060
88411	45880
41447	18393
2241	2061
89368	73061
40816	51041
41657	7362
42481	17609
56061	15189
45363	38714
30668	63790
7160	31108
69212	55188
38567	72278
50461	89637
33539	60976
68337	36100
44548	99393
77882	38934
26332	45560
65542	52009
59803	59613
22358	377
4521	4581
57496	72012
10185	73595
58973	3761
5722	57267
57117	59413
82630	52707
4532	4022
89392	98170
9931	83261
84074	72748
53812	89853
4598	1664
8654	60869
93911	96784
13995	3274
4799	58286
88939	60895
92110	69262
93533	72246
20357	73039
69700	33376
90139	80536
61881	26221
62857	16294
86826	75075
99230	295
32364	88284
90385	38814
88529	60901
49913	66872
99297	39211
26600	75500
31443	68652
94838	70390
80383	62398
66706	66577
91782	67210
42726	25718
3292	57090
17542	8341
57230	48715
2860	87776
70123	93101
85723	96371
68380	56612
30250	76516
35553	47916
81064	81974
52553	79513
95288	29367
45872	48956
75104	46291
42945	53848
636	48238
96355	60538
971	3565
69984	97012
44794	99479
15149	72582
11639	76798
28230	66869
6601	99840
62336	15810
76270	4650
59170	62604
61664	60967
27306	6785
54096	86432
9561	29306
85028	93640
86727	42001
92946	74653
93770	31123
88537	30881
59589	18160
89467	94891
42102	14332
2053	23000
9449	53785
68722	53759
29139	3413
23732	89587
52311	56672
86038	4231
49586	39903
57754	64321
47698	73994
86771	20334
91596	83485
10510	33608
15587	21424
55304	47754
67465	23602
96603	83853
85642	1917
72968	35102
87281	74071
38257	42163
50985	79005
46736	41408
33206	77947
94657	86863
46790	46441
59979	48213
52400	21121
20423	66837
66560	72067
67529	51676
49656	13185
99394	92971
66543	73673
9154	57866
17526	3856
23408	3823
53158	50548
50755	69365
57777	81108
47622	63575
87452	73536
38497	57071
55953	16273
68147	76903
65604	99729
95310	26033
89837	53668
66296	21574
92633	26046
9385	61690
38116	49285
57371	37586
64140	31039
81360	44371
27345	18051
21220	87181
9983	99621
21224	8281
65110	55584
58896	19383
54206	88069
87929	24919
3504	91546
38312	11882
4432	98159
31363	23715
58386	18590
43748	76967
65363	36537
3358	34918
72366	74873
43423	43132
34536	17830
81941	37567
81384	75688
23767	66853
6774	3404
74230	54130
59058	64732
69670	49589
92921	45913
98590	51203
63049	30504
79633	82409
9679	85230
82054	44300
7492	4034
64748	45889
82724	69543
26752	27382
3587	70026
7957	57446
74524	22006
58456	60903
91800	77865
35613	58445
16303	23837
28720	93834
96247	40969
99249	15754
94657	91505
23739	29065
82869	47518
88727	39726
19239	45813
61682	48734
43296	48093
68132	92929
44382	17992
65516	80103
93139	21962
50370	64632
52313	26647
14372	17829
58892	65505
44515	45060
77526	59135
15500	24974
63857	2099
81587	70747
42749	6561
56389	68270
33305	57409
52524	80304
12405	78207
89695	44314
9771	6940
6060	82725
50929	75768
55354	85176
3049	55453
62075	31426
3563	70262
47655	27289
48547	70276
15600	69827
82977	66735
60572	72626
66640	15247
3191	85057
15104	80422
52381	28545
90447	48790
48737	91078
26182	20496
17555	99437
17450	42028
25365	1639
26905	59561
56232	45674
75232	43647
28633	56263
8609	61172
53961	48557
18148	27075
67642	67151
84914	25933
73829	81095
71976	82594
73141	38737
70177	86951
3637	83436
73860	81593
11045	13456
63246	97404
63991	6929
61100	72126
68270	72077
96657	86272
55747	86452
46407	79739
50219	10483
84486	41062
32440	1627
12114	84897
26231	32418
46637	25717
26402	54272
41318	8152
33851	65743
9858	70501
62241	53258
81034	76222
56863	43534
39180	2223
27206	59193
75107	66313
57947	34225
276	73593
43818	62074
46120	90044
10533	79835
88801	24125
87108	51473
27156	37335
85515	90749
62420	41622
88876	80516
32172	12842
80493	21292
52569	12780
21205	12693
62728	45927
26632	6528
88116	35932
90972	52115
4766	96049
38806	96371
88422	52228
14214	53053
61781	51261
49883	41899
59114	58774
43721	97806
9462	44494
99086	35754
51521	36514
29703	11346
30251	95092
433	19371
69999	51234
37151	78487
79298	78043
87238	67929
63604	13093
36310	93608
9314	16778
30905	55797
47353	73937
21706	29545
5301	44713
4125	72744
92301	72263
18310	5990
76726	69269
83961	85188
59689	33208
9712	62100
76582	79381
61855	49610
64793	190
85467	21860
13087	33223
26301	857
69735	22035
30562	86064
39662	886
5577	72406
18630	57570
60216	93397
4294	83671
30232	18547
40321	9660
64114	53759
61647	36140
69222	55397
93319	57941
30768	48802
74649	37509
8281	84583
31804	41029
24991	61081
40016	57524
34395	6716
83371	65030
43648	69973
19683	94340
49937	35514
71157	42156
12670	65496
97652	57115
16363	47301
49968	43818
72167	78591
36904	24753
58652	74638
73663	82567
33802	14651
17519	68433
63	355
59911	10420
62727	84714
609	39139
58202	15638
72059	92629
92980	11082
52527	71558
58812	69772
14072	10804
68877	51592
39793	48697
83698	6842
88102	5389
65761	2498
99503	86699
84986	81024
31135	56837
54327	74877
24690	49583
22878	92300
72518	77123
82625	57268
62326	24980
47316	70035
54785	26024
74113	4525
40619	48241
15432	53994
32280	5245
24480	82492
2522	22102
95473	88588
40856	67307
76559	20278
17535	9253
95019	6372
66878	29906
87663	50118
29573	94495
39532	11553
14465	33066
11853	44753
84712	2552
64731	83275
84214	49803
1585	1416
92951	51919
33067	55622
68961	64313
95905	44944
54923	72665
58726	75202
96654	77258
89139	99557
53755	30165
92592	58393
21455	14182
31611	90880
54573	54098
85134	40143
75996	68109
93683	80136
94742	21803
96562	16894
30959	9590
16533	9690
61722	53654
76259	84864
8803	58973
24310	34709
67386	99977
33309	17762
97705	26373
87504	59519
68381	56475
77025	17857
16927	32806
90988	60620
55027	67547
34934	60785
97956	63925
89101	33157
52845	71853
24603	14734
64841	63561
33144	91277
17828	67241
20347	6019
99026	84227
16529	72600
52487	15158
60576	42544
58675	37703
19399	59953
64723	35774
96186	52039
31508	79558
34140	36519
98999	50351
5593	80868
51992	14470
50106	17890
63374	36404
63086	3863
52721	42585
23406	22284
11164	36176
83875	96426
63764	1294
19845	43068
18820	40669
28938	72983
82690	26267
2170	66912
9141	88523
77791	77935
65845	92400
24090	28957
45357	30380
6762	89232
82111	69963
94364	98803
68099	90093
19072	38302
8853	4671
91598	13018
78781	77061
47276	14474
39442	53468
88664	58115
10468	4979
95208	70259
44751	96691
36850	62914
34611	1140
4991	29261
58276	5650
42364	44378
77258	23457
9603	12282
2663	90840
10598	6720
55786	89225
95046	64277
44048	80697
30586	11073
29589	10562
10956	63015
92349	36802
19730	35395
21964	74763
36799	11894
55799	75740
95165	6547
10995	75071
2792	69950
44531	83399
20724	629
1807	2733
2437	35162
80577	19083
91021	33466
48336	22668
15207	43977
12019	21464
6537	76337
15394	69790
93323	29150
47209	28180
39532	67515
97258	55343
58302	65970
38945	49932
65030	99208
35784	91234
53270	48396
4993	80682
77495	65109
77187	3247
60028	52614
93080	6671
74382	86383
21101	4161
18099	34020
49635	40487
60172	21032
8392	13541
55988	51841
26586	63209
73983	45537
76885	49610
53363	73280
68631	30354
76364	43035
64942	94602
77335	67713
16443	52978
89340	59592
35077	76624
76422	68275
881	18556
82939	13291
92840	3021
8040	93979
66254	68178
97337	16639
48740	15640
14843	84469
84380	5526
42282	27586
31926	7064
34194	23224
60101	87144
52109	427
68474	65845
52843	60950
48543	25753
32366	36950
39213	45043
56186	11042
56816	942
53010	48154
22896	3341
3585	33837
54851	86310
13862	57388
85418	20337
74731	75398
9481	3661
95696	19146
97493	74821
62797	48219
10261	37363
73729	32869
26615	51257
62312	43970
7355	50298
15998	65080
32996	11335
21510	18174
51260	9408
59704	51535
44537	99250
56785	57011
597	66212
20459	36393
95474	96025
37543	27155
60743	5750
17613	92860
2648	81723
90940	76817
760	27712
93339	81702
23216	75059
60126	17799
62926	11863
65232	17181
53071	76672
40537	55677
75785	81772
19861	56711
50935	26484
66570	4242
41831	68893
18336	95683
23756	18860
17458	63335
15625	78196
12313	56158
44377	1494
18352	23944
5405	44675
32306	4338
99547	55595
73342	72912
71747	98057
96915	50644
20985	76488
88892	74793
57432	30359
58373	29120
35227	57797
57382	92863
57297	60766
38520	17592
96790	93082
90991	12624
48505	62452
18531	31713
55950	25641
53923	29853
80437	49129
74376	43209
5999	96868
80978	89736
37907	79250
37464	65514
26120	39577
23889	71740
3188	75601
7327	3756
91729	67597
34880	4187
35705	61921
96272	44764
18527	52812
7885	3602
2668	13433
31743	65827
77050	5121
448	61898
4400	6232
74188	89405
18446	92218
70196	6434
71918	3479
12419	99454
21410	33794
6912	12009
18930	13405
60539	81700
73125	67149
69510	17932
50968	86810
23547	671
70760	41086
66291	65348
4310	89157
12593	7580
38853	8472
12808	3235
89078	86114
17540	7258
18357	87171
14482	43612
30118	40017
85430	97742
87063	79209
39312	26220
50246	49497
4315	2768
78835	73767
40723	80834
97695	85485
99358	25356
89918	69520
8620	16006
9651	11554
86238	79383
43677	38069
90014	45727
84314	54118
63469	76680
64583	72731
1508	71341
63430	48037
61738	45096
31545	48405
95455	54278
13735	49858
94630	23511
78202	18535
1308	54430
33100	91535
12050	90895
79662	2609
81715	42226
11535	59017
93261	19786
45206	92751
18183	26817
93556	45400
48637	14812
1674	48878
94368	71685
70487	65499
29719	90902
91071	7613
67066	52634
53722	69892
76332	99494
89160	26542
79430	61357
663	72849
90816	64023
65330	21281
9354	18750
78144	49318
51669	41877
85663	2384
79980	51730
74489	67848
11862	70213
37106	26590
96395	96359
44339	42469
69660	98670
86459	64586
89694	985
96650	7032
31264	54133
38611	61933
14901	89017
62083	87896
2150	96165
33333	95819
64247	31135
67773	4603
51291	46298
31309	17551
29842	78180
42067	47589
93944	49852
